0.00055175	2.442385164
0.00069754	3.230868093
0.00083398	4.064205082
0.00102912	4.96805431
0.00127602	5.94245403
0.00127079	6.929663723
0.00153441	7.923259292
0.00175397	8.948937169
0.00193834	9.981000912
0.00211728	11.01306466
0.00232268	12.05797662
0.00259113	13.07723038
0.00271983	14.07725006
0.00289703	15.08369385
0.00321796	16.07090354
0.00327161	17.07092322
0.00357953	18.05813292
0.00384605	18.99402621
0.00398624	19.96200182
0.00424041	20.87869927
0.00435072	21.81463081
0.00457613	22.73129002
0.00495338	23.6159434
0.00508825	24.51979263
0.00537405	25.38521192
0.00549648	26.23139712
0.00566562	27.08396819
0.00589164	27.91091932
0.00604191	28.70578812
0.00629219	29.51992925
0.00651812	30.30841219
0.00682113	31.10328099
0.00685104	31.85329575
0.00713201	32.6289687
0.00746569	33.35974937
0.00768779	34.09695415
0.00785338	34.82773481
0.00816452	35.55212961
0.00828757	36.26367619
0.00871802	36.94956457
0.00899443	37.71881342
0.00895452	38.37908185
0.00922591	39.05858435
0.00941884	39.72527688
0.00962351	40.36631122
0.00984208	41.04581372
0.01013623	41.6612281
0.01038001	42.28302834
0.01067019	42.9112527
0.01064428	43.52024295
0.01097787	44.14846731
0.01115934	44.7254135
0.01138009	45.31516968
0.01151969	45.89850174
0.01188224	46.47544794
0.01199468	47.02673594
0.0124503	47.56521394
0.01258502	48.11650194
0.01278436	48.64855585
0.01313462	49.1614139
0.01345206	49.68065784
0.01359378	50.18066767
0.01384796	50.69348749
0.01379034	51.15502915
0.01413916	51.61657081
0.01449007	52.09096069
0.01467533	52.52684415
0.01498394	52.98842405
0.01522372	53.39868755
0.01544384	53.83457101
0.01562845	54.21921455
0.01581119	54.62305395
0.01616943	55.01408336
0.01641768	55.3923028
0.01660083	55.76409812
0.01678398	56.12308346
0.017183	56.46283471
0.01765316	56.82824417
0.01762842	57.17441954
0.01795026	57.48851259
0.01820175	57.80902976
0.01847273	58.12316106
0.01874958	58.42444413
0.01906493	58.73853719
0.01915537	59.0142003
0.01939846	59.27059109
0.01961993	59.55267832
0.01987114	59.80268324
0.01995611	60.02702996
