0.00052721	3.116150005
0.000768805	4.234899432
0.001009717	5.410544007
0.001252418	6.586226289
0.00149973	7.780835926
0.001749238	8.994410607
0.001997937	10.22065379
0.002240727	11.43422847
0.002473868	12.62254154
0.002703452	13.81715117
0.002940901	14.99279575
0.003188738	16.14951298
0.003440768	17.29356171
0.003693591	18.4060146
0.003944742	19.52476403
0.004200715	20.58665601
0.004465983	21.68014384
0.004736046	22.72936733
0.005013495	23.75332921
0.005297743	24.75202949
0.005591533	25.72543048
0.005892132	26.66090137
0.00619461	27.61529959
0.006489666	28.52550888
0.006774748	29.42938392
0.007049995	30.3016254
0.00732003	31.18020114
0.007591989	32.03351527
0.007863329	32.84256506
0.008128754	33.6705799
0.008382516	34.45436809
0.008624094	35.24445282
0.008865379	36.02190676
0.009119181	36.79936069
0.009390904	37.54518108
0.009683569	38.27840837
0.009996022	38.99263291
0.010313869	39.6879301
0.010627518	40.38952384
0.010932968	41.05318747
0.011220211	41.69792376
0.011483938	42.3489566
0.011736048	42.97469014
0.011992092	43.62576068
0.012260863	44.22623262
0.012542667	44.80773952
0.012834161	45.37028135
0.01313166	45.93911974
0.013436599	46.50166158
0.013748365	47.00734598
0.014059199	47.51932692
0.014364437	48.02497361
0.014662944	48.5053587
0.014955286	48.97307529
0.015244963	49.42186454
0.015530766	49.88958112
0.015821025	50.30677453
0.016126624	50.73026446
0.016456638	51.10949005
0.016805635	51.52668346
0.017165428	51.89327824
0.017531789	52.26620729
0.017900746	52.63280208
0.018271018	52.99939688
0.018641235	53.33439582
0.01900006	53.65042972
0.019336222	53.96646361
0.019646211	54.25090165
0.019926674	54.5479705
0.020178184	54.83874279
0.020414686	55.09154729
0.020654213	55.35702029
0.020908742	55.60352824
0.021189051	55.85637042
0.02149632	56.08391332
0.021822535	56.31779048
0.022156676	56.52003407
0.022491488	56.69071951
0.022814403	56.86770151
